
 Array R_I
 ---------
  401 -  405:      2.2723883415531D-02     2.2731145301586D-02     2.2738365517854D-02     2.2745544065276D-02     2.2752680944784D-02
  406 -  410:      2.2759776157306D-02     2.2766829703766D-02     2.2773841585080D-02     2.2780811802160D-02     2.2787740355913D-02
  411 -  415:      2.2794627247239D-02     2.2801472477035D-02     2.2808276046189D-02     2.2815037955587D-02     2.2821758206108D-02
  416 -  420:      2.2828436798625D-02     2.2835073734007D-02     2.2841669013116D-02     2.2848222636810D-02     2.2854734605941D-02
  421 -  425:      2.2861204921356D-02     2.2867633583895D-02     2.2874020594394D-02     2.2880365953683D-02     2.2886669662587D-02
  426 -  430:      2.2892931721925D-02     2.2899152132512D-02     2.2905330895156D-02     2.2911468010659D-02     2.2917563479819D-02
  431 -  435:      2.2923617303429D-02     2.2929629482275D-02     2.2935600017138D-02     2.2941528908795D-02     2.2947416158015D-02
  436 -  440:      2.2953261765565D-02     2.2959065732202D-02     2.2964828058682D-02     2.2970548745753D-02     2.2976227794159D-02
  441 -  445:      2.2981865204637D-02     2.2987460977919D-02     2.2993015114734D-02     2.2998527615802D-02     2.3003998481839D-02
  446 -  450:      2.3009427713556D-02     2.3014815311659D-02     2.3020161276848D-02     2.3025465609816D-02     2.3030728311253D-02
  451 -  455:      2.3035949381842D-02     2.3041128822263D-02     2.3046266633186D-02     2.3051362815281D-02     2.3056417369208D-02
  456 -  460:      2.3061430295624D-02     2.3066401595181D-02     2.3071331268523D-02     2.3076219316292D-02     2.3081065739121D-02
  461 -  465:      2.3085870537641D-02     2.3090633712476D-02     2.3095355264243D-02     2.3100035193557D-02     2.3104673501024D-02
  466 -  470:      2.3109270187247D-02     2.3113825252824D-02     2.3118338698345D-02     2.3122810524396D-02     2.3127240731559D-02
  471 -  475:      2.3131629320408D-02     2.3135976291514D-02     2.3140281645440D-02     2.3144545382746D-02     2.3148767503985D-02
  476 -  480:      2.3152948009706D-02     2.3157086900451D-02     2.3161184176758D-02     2.3165239839158D-02     2.3169253888178D-02
  481 -  485:      2.3173226324339D-02     2.3177157148157D-02     2.3181046360142D-02     2.3184893960799D-02     2.3188699950627D-02
  486 -  490:      2.3192464330121D-02     2.3196187099770D-02     2.3199868260055D-02     2.3203507811456D-02     2.3207105754445D-02
  491 -  495:      2.3210662089488D-02     2.3214176817047D-02     2.3217649937579D-02     2.3221081451535D-02     2.3224471359359D-02
  496 -  500:      2.3227819661491D-02     2.3231126358367D-02     2.3234391450416D-02     2.3237614938060D-02     2.3240796821719D-02
  501 -  505:      2.3243937101805D-02     2.3247035778727D-02     2.3250092852885D-02     2.3253108324678D-02     2.3256082194496D-02
  506 -  510:      2.3259014462725D-02     2.3261905129746D-02     2.3264754195933D-02     2.3267561661657D-02     2.3270327527282D-02
  511 -  515:      2.3273051793167D-02     2.3275734459665D-02     2.3278375527125D-02     2.3280974995888D-02     2.3283532866294D-02
  516 -  520:      2.3286049138672D-02     2.3288523813350D-02     2.3290956890650D-02     2.3293348370885D-02     2.3295698254368D-02
  521 -  525:      2.3298006541403D-02     2.3300273232289D-02     2.3302498327321D-02     2.3304681826787D-02     2.3306823730970D-02
  526 -  530:      2.3308924040149D-02     2.3310982754596D-02     2.3312999874577D-02     2.3314975400356D-02     2.3316909332187D-02
  531 -  535:      2.3318801670323D-02     2.3320652415007D-02     2.3322461566482D-02     2.3324229124981D-02     2.3325955090733D-02
  536 -  540:      2.3327639463963D-02     2.3329282244889D-02     2.3330883433724D-02     2.3332443030675D-02     2.3333961035947D-02
  541 -  545:      2.3335437449734D-02     2.3336872272229D-02     2.3338265503618D-02     2.3339617144081D-02     2.3340927193795D-02
  546 -  550:      2.3342195652928D-02     2.3343422521646D-02     2.3344607800107D-02     2.3345751488466D-02     2.3346853586870D-02
  551 -  555:      2.3347914095463D-02     2.3348933014383D-02     2.3349910343760D-02     2.3350846083723D-02     2.3351740234393D-02
  556 -  560:      2.3352592795885D-02     2.3353403768311D-02     2.3354173151774D-02     2.3354900946376D-02     2.3355587152211D-02
  561 -  565:      2.3356231769367D-02     2.3356834797929D-02     2.3357396237974D-02     2.3357916089575D-02     2.3358394352800D-02
  566 -  570:      2.3358831027711D-02     2.3359226114364D-02     2.3359579612811D-02     2.3359891523098D-02     2.3360161845264D-02
  571 -  575:      2.3360390579346D-02     2.3360577725372D-02     2.3360723283367D-02     2.3360827253350D-02     2.3360889635335D-02
  576 -  580:      2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02
  581 -  585:      2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02
  586 -  590:      2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02
  591 -  595:      2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02
  596 -  600:      2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02     2.3360000000000D-02
  601 -  601:      2.3360000000000D-02
  
